food_name,food_type,category,protein_g,carbs_g,fat_g,fiber_g,calories_kcal,vitamins,minerals,vaat_suitable,pit_suitable,cough_suitable,vaat_rating,pit_rating,cough_rating,health_tags,body_type,suitability_label,recommendation,suitability_reason
Tomato,Veg,Vegetables,0.9,3.9,0.2,1.2,18.0,"C,K,A","K,Ca",No,No,Yes,2,2,4,"Cooling,Acidic",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Capsicum,Veg,Vegetables,0.9,6.0,0.3,2.1,31.0,"C,B6,A","K,Mg",No,No,Yes,2,2,4,Vitamin C Rich,Vaat,not_suitable,No,"Cold, dry, or pungent qualities aggravate Vaat dosha."
Capsicum,Veg,Vegetables,0.9,6.0,0.3,2.1,31.0,"C,B6,A","K,Mg",No,No,Yes,2,2,4,Vitamin C Rich,Pit,not_suitable,No,"Hot, sour, or spicy qualities significantly aggravate Pitta dosha."
Capsicum,Veg,Vegetables,0.9,6.0,0.3,2.1,31.0,"C,B6,A","K,Mg",No,No,Yes,2,2,4,Vitamin C Rich,Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Onion,Veg,Vegetables,1.1,9.3,0.1,1.7,40.0,"C,B6","K,Ca",Yes,No,No,4,2,2,"Pungent,Warming",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Onion,Veg,Vegetables,1.1,9.3,0.1,1.7,40.0,"C,B6","K,Ca",Yes,No,No,4,2,2,"Pungent,Warming",Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
Onion,Veg,Vegetables,1.1,9.3,0.1,1.7,40.0,"C,B6","K,Ca",Yes,No,No,4,2,2,"Pungent,Warming",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Garlic,Veg,Spices,6.4,33.1,0.5,2.1,149.0,"B6,C","Mn,Ca,Se",Yes,No,No,5,2,2,"Antibacterial,Immunity",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Garlic,Veg,Spices,6.4,33.1,0.5,2.1,149.0,"B6,C","Mn,Ca,Se",Yes,No,No,5,2,2,"Antibacterial,Immunity",Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
Garlic,Veg,Spices,6.4,33.1,0.5,2.1,149.0,"B6,C","Mn,Ca,Se",Yes,No,No,5,2,2,"Antibacterial,Immunity",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Ginger,Veg,Spices,1.8,17.8,0.8,2.0,80.0,"B6,C","Mg,K",Yes,No,Yes,5,2,4,"Digestive,Anti-Nausea",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Ginger,Veg,Spices,1.8,17.8,0.8,2.0,80.0,"B6,C","Mg,K",Yes,No,Yes,5,2,4,"Digestive,Anti-Nausea",Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
Ginger,Veg,Spices,1.8,17.8,0.8,2.0,80.0,"B6,C","Mg,K",Yes,No,Yes,5,2,4,"Digestive,Anti-Nausea",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Turmeric,Veg,Spices,9.7,65.4,3.3,21.1,354.0,"B6,C","Mn,Fe",Yes,No,Yes,4,2,4,Anti-Inflammatory,Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Turmeric,Veg,Spices,9.7,65.4,3.3,21.1,354.0,"B6,C","Mn,Fe",Yes,No,Yes,4,2,4,Anti-Inflammatory,Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Turmeric,Veg,Spices,9.7,65.4,3.3,21.1,354.0,"B6,C","Mn,Fe",Yes,No,Yes,4,2,4,Anti-Inflammatory,Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Coriander,Veg,Spices,2.1,3.7,0.5,2.8,23.0,"K,A,C","K,Ca",Yes,Yes,Yes,4,4,4,"Digestive,Cooling",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Coriander,Veg,Spices,2.1,3.7,0.5,2.8,23.0,"K,A,C","K,Ca",Yes,Yes,Yes,4,4,4,"Digestive,Cooling",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Coriander,Veg,Spices,2.1,3.7,0.5,2.8,23.0,"K,A,C","K,Ca",Yes,Yes,Yes,4,4,4,"Digestive,Cooling",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Cumin,Veg,Spices,17.8,44.2,22.3,10.5,375.0,"B1,B9","Fe,Mg",Yes,No,Yes,5,2,4,"Digestive,Iron Rich",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Cumin,Veg,Spices,17.8,44.2,22.3,10.5,375.0,"B1,B9","Fe,Mg",Yes,No,Yes,5,2,4,"Digestive,Iron Rich",Pit,not_suitable,No,"Hot, sour, or spicy qualities significantly aggravate Pitta dosha."
Cumin,Veg,Spices,17.8,44.2,22.3,10.5,375.0,"B1,B9","Fe,Mg",Yes,No,Yes,5,2,4,"Digestive,Iron Rich",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Fennel,Veg,Spices,15.8,52.3,14.9,39.8,345.0,"C,B9","Ca,Fe",Yes,Yes,Yes,5,4,4,"Cooling Spice,Digestive",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Fennel,Veg,Spices,15.8,52.3,14.9,39.8,345.0,"C,B9","Ca,Fe",Yes,Yes,Yes,5,4,4,"Cooling Spice,Digestive",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Fennel,Veg,Spices,15.8,52.3,14.9,39.8,345.0,"C,B9","Ca,Fe",Yes,Yes,Yes,5,4,4,"Cooling Spice,Digestive",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Banana,Veg,Fruits,1.1,23.0,0.3,2.6,89.0,"B6,C","K,Mg",Yes,No,No,5,2,2,"Energy,High Potassium",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Banana,Veg,Fruits,1.1,23.0,0.3,2.6,89.0,"B6,C","K,Mg",Yes,No,No,5,2,2,"Energy,High Potassium",Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Banana,Veg,Fruits,1.1,23.0,0.3,2.6,89.0,"B6,C","K,Mg",Yes,No,No,5,2,2,"Energy,High Potassium",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Apple,Veg,Fruits,0.3,13.8,0.2,2.4,52.0,"C,B6","K,Ca",Yes,Yes,Yes,5,4,4,"Fiber Rich,Antioxidant",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Apple,Veg,Fruits,0.3,13.8,0.2,2.4,52.0,"C,B6","K,Ca",Yes,Yes,Yes,5,4,4,"Fiber Rich,Antioxidant",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Apple,Veg,Fruits,0.3,13.8,0.2,2.4,52.0,"C,B6","K,Ca",Yes,Yes,Yes,5,4,4,"Fiber Rich,Antioxidant",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Mango,Veg,Fruits,0.8,14.0,0.4,1.6,60.0,"A,C,B6","K,Mg",Yes,No,No,4,2,2,Vitamin A Rich,Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Mango,Veg,Fruits,0.8,14.0,0.4,1.6,60.0,"A,C,B6","K,Mg",Yes,No,No,4,2,2,Vitamin A Rich,Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Mango,Veg,Fruits,0.8,14.0,0.4,1.6,60.0,"A,C,B6","K,Mg",Yes,No,No,4,2,2,Vitamin A Rich,Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Papaya,Veg,Fruits,0.5,9.8,0.3,1.8,43.0,"A,C,B9","K,Mg",Yes,Yes,Yes,5,4,4,"Digestive,Anti-Inflammatory",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Papaya,Veg,Fruits,0.5,9.8,0.3,1.8,43.0,"A,C,B9","K,Mg",Yes,Yes,Yes,5,4,4,"Digestive,Anti-Inflammatory",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Papaya,Veg,Fruits,0.5,9.8,0.3,1.8,43.0,"A,C,B9","K,Mg",Yes,Yes,Yes,5,4,4,"Digestive,Anti-Inflammatory",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Pomegranate,Veg,Fruits,1.7,18.7,1.2,4.0,83.0,"C,B9,K","K,Ca",Yes,Yes,Yes,4,4,4,"Antioxidant,Heart Health",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Pomegranate,Veg,Fruits,1.7,18.7,1.2,4.0,83.0,"C,B9,K","K,Ca",Yes,Yes,Yes,4,4,4,"Antioxidant,Heart Health",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Pomegranate,Veg,Fruits,1.7,18.7,1.2,4.0,83.0,"C,B9,K","K,Ca",Yes,Yes,Yes,4,4,4,"Antioxidant,Heart Health",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Coconut,Veg,Fruits,3.3,6.2,33.5,9.0,354.0,"B1,B3","Mn,Cu",Yes,Yes,No,5,4,2,"Cooling,MCT Rich",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Coconut,Veg,Fruits,3.3,6.2,33.5,9.0,354.0,"B1,B3","Mn,Cu",Yes,Yes,No,5,4,2,"Cooling,MCT Rich",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Coconut,Veg,Fruits,3.3,6.2,33.5,9.0,354.0,"B1,B3","Mn,Cu",Yes,Yes,No,5,4,2,"Cooling,MCT Rich",Cough (Kapha),not_suitable,No,Promotes mucus formation – avoid during Kapha imbalance.
Guava,Veg,Fruits,2.6,14.3,1.0,5.4,68.0,"C,B9,A","K,Ca",Yes,Yes,Yes,4,4,4,"Vitamin C Rich,Fiber",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Guava,Veg,Fruits,2.6,14.3,1.0,5.4,68.0,"C,B9,A","K,Ca",Yes,Yes,Yes,4,4,4,"Vitamin C Rich,Fiber",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Guava,Veg,Fruits,2.6,14.3,1.0,5.4,68.0,"C,B9,A","K,Ca",Yes,Yes,Yes,4,4,4,"Vitamin C Rich,Fiber",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Amla,Veg,Fruits,0.9,13.7,0.6,4.3,44.0,"C,B5","Ca,Fe",Yes,Yes,Yes,5,4,5,"Vitamin C Powerhouse,Tri-doshic",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Amla,Veg,Fruits,0.9,13.7,0.6,4.3,44.0,"C,B5","Ca,Fe",Yes,Yes,Yes,5,4,5,"Vitamin C Powerhouse,Tri-doshic",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Amla,Veg,Fruits,0.9,13.7,0.6,4.3,44.0,"C,B5","Ca,Fe",Yes,Yes,Yes,5,4,5,"Vitamin C Powerhouse,Tri-doshic",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Dates,Veg,Fruits,2.5,75.0,0.4,8.0,277.0,"B6,B5","K,Mg",Yes,No,No,5,2,2,"Energy Dense,Sweet",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Dates,Veg,Fruits,2.5,75.0,0.4,8.0,277.0,"B6,B5","K,Mg",Yes,No,No,5,2,2,"Energy Dense,Sweet",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Dates,Veg,Fruits,2.5,75.0,0.4,8.0,277.0,"B6,B5","K,Mg",Yes,No,No,5,2,2,"Energy Dense,Sweet",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Watermelon,Veg,Fruits,0.6,8.0,0.2,0.4,30.0,"A,C,B6","K,Mg",No,Yes,No,2,5,2,"Cooling,Hydrating",Vaat,not_suitable,No,"Cold, dry, or pungent qualities aggravate Vaat dosha."
Watermelon,Veg,Fruits,0.6,8.0,0.2,0.4,30.0,"A,C,B6","K,Mg",No,Yes,No,2,5,2,"Cooling,Hydrating",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Watermelon,Veg,Fruits,0.6,8.0,0.2,0.4,30.0,"A,C,B6","K,Mg",No,Yes,No,2,5,2,"Cooling,Hydrating",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Cow Milk,Veg,Dairy,3.4,4.7,3.7,0.0,61.0,"B12,B2,D","Ca,K",Yes,Yes,No,5,4,2,"Nutritious,Calcium Rich",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Cow Milk,Veg,Dairy,3.4,4.7,3.7,0.0,61.0,"B12,B2,D","Ca,K",Yes,Yes,No,5,4,2,"Nutritious,Calcium Rich",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Cow Milk,Veg,Dairy,3.4,4.7,3.7,0.0,61.0,"B12,B2,D","Ca,K",Yes,Yes,No,5,4,2,"Nutritious,Calcium Rich",Cough (Kapha),not_suitable,No,Sweet and cold nature aggravates Kapha's already heavy and damp qualities.
Ghee,Veg,Dairy,0.0,0.0,100.0,0.0,900.0,"A,D,E,K",,Yes,Yes,No,5,4,2,"Digestive,Nourishing",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Ghee,Veg,Dairy,0.0,0.0,100.0,0.0,900.0,"A,D,E,K",,Yes,Yes,No,5,4,2,"Digestive,Nourishing",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Ghee,Veg,Dairy,0.0,0.0,100.0,0.0,900.0,"A,D,E,K",,Yes,Yes,No,5,4,2,"Digestive,Nourishing",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Curd/Yogurt,Veg,Dairy,3.5,5.0,3.3,0.0,59.0,"B12,B2,D","Ca,K",No,No,No,2,2,2,"Probiotic,Fermented",Vaat,not_suitable,No,Light and airy nature increases Vaat imbalance.
Curd/Yogurt,Veg,Dairy,3.5,5.0,3.3,0.0,59.0,"B12,B2,D","Ca,K",No,No,No,2,2,2,"Probiotic,Fermented",Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Curd/Yogurt,Veg,Dairy,3.5,5.0,3.3,0.0,59.0,"B12,B2,D","Ca,K",No,No,No,2,2,2,"Probiotic,Fermented",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Buttermilk,Veg,Dairy,3.2,4.9,0.9,0.0,40.0,"B12,B2","Ca,K",Yes,Yes,Yes,4,4,4,"Digestive,Light",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Buttermilk,Veg,Dairy,3.2,4.9,0.9,0.0,40.0,"B12,B2","Ca,K",Yes,Yes,Yes,4,4,4,"Digestive,Light",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Buttermilk,Veg,Dairy,3.2,4.9,0.9,0.0,40.0,"B12,B2","Ca,K",Yes,Yes,Yes,4,4,4,"Digestive,Light",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Paneer,Veg,Dairy,11.0,1.2,20.0,0.0,265.0,"B12,B2,D","Ca,K",Yes,Yes,No,4,4,2,"Protein Rich,Calcium",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Paneer,Veg,Dairy,11.0,1.2,20.0,0.0,265.0,"B12,B2,D","Ca,K",Yes,Yes,No,4,4,2,"Protein Rich,Calcium",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Paneer,Veg,Dairy,11.0,1.2,20.0,0.0,265.0,"B12,B2,D","Ca,K",Yes,Yes,No,4,4,2,"Protein Rich,Calcium",Cough (Kapha),not_suitable,No,Promotes mucus formation – avoid during Kapha imbalance.
Lassi (sweet),Veg,Dairy,3.4,9.0,2.5,0.0,75.0,"B12,B2","Ca,K",Yes,No,No,4,2,2,Probiotic,Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Lassi (sweet),Veg,Dairy,3.4,9.0,2.5,0.0,75.0,"B12,B2","Ca,K",Yes,No,No,4,2,2,Probiotic,Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Lassi (sweet),Veg,Dairy,3.4,9.0,2.5,0.0,75.0,"B12,B2","Ca,K",Yes,No,No,4,2,2,Probiotic,Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Almonds,Veg,Nuts & Seeds,21.0,22.0,49.0,12.5,575.0,"E,B2","Mg,Ca,Fe",Yes,Yes,No,5,4,2,"Brain Food,Vitamin E",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Almonds,Veg,Nuts & Seeds,21.0,22.0,49.0,12.5,575.0,"E,B2","Mg,Ca,Fe",Yes,Yes,No,5,4,2,"Brain Food,Vitamin E",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Almonds,Veg,Nuts & Seeds,21.0,22.0,49.0,12.5,575.0,"E,B2","Mg,Ca,Fe",Yes,Yes,No,5,4,2,"Brain Food,Vitamin E",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Walnuts,Veg,Nuts & Seeds,15.0,14.0,65.0,6.7,654.0,"E,B6,B9","Mn,Cu",Yes,No,No,4,2,2,"Omega-3,Brain Health",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Walnuts,Veg,Nuts & Seeds,15.0,14.0,65.0,6.7,654.0,"E,B6,B9","Mn,Cu",Yes,No,No,4,2,2,"Omega-3,Brain Health",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Walnuts,Veg,Nuts & Seeds,15.0,14.0,65.0,6.7,654.0,"E,B6,B9","Mn,Cu",Yes,No,No,4,2,2,"Omega-3,Brain Health",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Flax Seeds,Veg,Nuts & Seeds,18.3,28.9,42.2,27.3,534.0,"B1,B9","Mn,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Fiber Rich",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Flax Seeds,Veg,Nuts & Seeds,18.3,28.9,42.2,27.3,534.0,"B1,B9","Mn,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Fiber Rich",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Flax Seeds,Veg,Nuts & Seeds,18.3,28.9,42.2,27.3,534.0,"B1,B9","Mn,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Fiber Rich",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Chia Seeds,Veg,Nuts & Seeds,16.5,42.1,30.7,34.4,486.0,"B1,B3","Ca,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Hydrophilic",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Chia Seeds,Veg,Nuts & Seeds,16.5,42.1,30.7,34.4,486.0,"B1,B3","Ca,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Hydrophilic",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Chia Seeds,Veg,Nuts & Seeds,16.5,42.1,30.7,34.4,486.0,"B1,B3","Ca,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Hydrophilic",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Sunflower Seeds,Veg,Nuts & Seeds,20.8,20.0,51.5,8.6,584.0,"E,B1","Se,Mg",Yes,Yes,No,4,4,2,Vitamin E Rich,Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Sunflower Seeds,Veg,Nuts & Seeds,20.8,20.0,51.5,8.6,584.0,"E,B1","Se,Mg",Yes,Yes,No,4,4,2,Vitamin E Rich,Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Sunflower Seeds,Veg,Nuts & Seeds,20.8,20.0,51.5,8.6,584.0,"E,B1","Se,Mg",Yes,Yes,No,4,4,2,Vitamin E Rich,Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Pumpkin Seeds,Veg,Nuts & Seeds,30.2,10.7,49.1,6.0,559.0,"B9,B1","Zn,Mg",Yes,Yes,Yes,4,4,4,"Zinc Rich,Prostate Health",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Pumpkin Seeds,Veg,Nuts & Seeds,30.2,10.7,49.1,6.0,559.0,"B9,B1","Zn,Mg",Yes,Yes,Yes,4,4,4,"Zinc Rich,Prostate Health",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Pumpkin Seeds,Veg,Nuts & Seeds,30.2,10.7,49.1,6.0,559.0,"B9,B1","Zn,Mg",Yes,Yes,Yes,4,4,4,"Zinc Rich,Prostate Health",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Sesame Seeds,Veg,Nuts & Seeds,17.7,26.3,49.7,11.8,573.0,"B1,B9","Ca,Fe",Yes,No,No,4,2,2,"Calcium Rich,Warming",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Sesame Seeds,Veg,Nuts & Seeds,17.7,26.3,49.7,11.8,573.0,"B1,B9","Ca,Fe",Yes,No,No,4,2,2,"Calcium Rich,Warming",Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Sesame Seeds,Veg,Nuts & Seeds,17.7,26.3,49.7,11.8,573.0,"B1,B9","Ca,Fe",Yes,No,No,4,2,2,"Calcium Rich,Warming",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Cashews,Veg,Nuts & Seeds,18.2,30.2,43.8,3.3,553.0,"B1,B6","Cu,Mg",No,No,No,2,2,2,"Heavy,Rich",Vaat,not_suitable,No,Gaseous properties disturb Vaat and digestive function.
Cashews,Veg,Nuts & Seeds,18.2,30.2,43.8,3.3,553.0,"B1,B6","Cu,Mg",No,No,No,2,2,2,"Heavy,Rich",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Cashews,Veg,Nuts & Seeds,18.2,30.2,43.8,3.3,553.0,"B1,B6","Cu,Mg",No,No,No,2,2,2,"Heavy,Rich",Cough (Kapha),not_suitable,No,Promotes mucus formation – avoid during Kapha imbalance.
Pistachios,Veg,Nuts & Seeds,20.6,27.2,45.3,10.3,562.0,"B6,B1","Cu,Mn",Yes,Yes,No,4,4,2,Complete Nutrition,Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Pistachios,Veg,Nuts & Seeds,20.6,27.2,45.3,10.3,562.0,"B6,B1","Cu,Mn",Yes,Yes,No,4,4,2,Complete Nutrition,Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Pistachios,Veg,Nuts & Seeds,20.6,27.2,45.3,10.3,562.0,"B6,B1","Cu,Mn",Yes,Yes,No,4,4,2,Complete Nutrition,Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Coconut Oil,Veg,Oils,0.0,0.0,100.0,0.0,900.0,E,,Yes,Yes,No,5,4,2,"MCT,Antimicrobial",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Coconut Oil,Veg,Oils,0.0,0.0,100.0,0.0,900.0,E,,Yes,Yes,No,5,4,2,"MCT,Antimicrobial",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Coconut Oil,Veg,Oils,0.0,0.0,100.0,0.0,900.0,E,,Yes,Yes,No,5,4,2,"MCT,Antimicrobial",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Mustard Oil,Veg,Oils,0.0,0.0,100.0,0.0,900.0,E,,Yes,No,No,4,2,2,"Warming,Pungent",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Mustard Oil,Veg,Oils,0.0,0.0,100.0,0.0,900.0,E,,Yes,No,No,4,2,2,"Warming,Pungent",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Mustard Oil,Veg,Oils,0.0,0.0,100.0,0.0,900.0,E,,Yes,No,No,4,2,2,"Warming,Pungent",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Sesame Oil,Veg,Oils,0.0,0.0,100.0,0.0,900.0,E,,Yes,No,No,5,2,2,"Warming,Anti-aging",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Sesame Oil,Veg,Oils,0.0,0.0,100.0,0.0,900.0,E,,Yes,No,No,5,2,2,"Warming,Anti-aging",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Sesame Oil,Veg,Oils,0.0,0.0,100.0,0.0,900.0,E,,Yes,No,No,5,2,2,"Warming,Anti-aging",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Olive Oil,Veg,Oils,0.0,0.0,100.0,0.0,900.0,"E,K",,Yes,Yes,Yes,4,4,4,"Heart Healthy,Antioxidant",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Olive Oil,Veg,Oils,0.0,0.0,100.0,0.0,900.0,"E,K",,Yes,Yes,Yes,4,4,4,"Heart Healthy,Antioxidant",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Olive Oil,Veg,Oils,0.0,0.0,100.0,0.0,900.0,"E,K",,Yes,Yes,Yes,4,4,4,"Heart Healthy,Antioxidant",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Tofu,Vegan,Legumes,8.0,1.9,4.8,0.3,76.0,"B1,Ca","Ca,Mg",Yes,Yes,No,4,4,2,Plant Protein,Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Tofu,Vegan,Legumes,8.0,1.9,4.8,0.3,76.0,"B1,Ca","Ca,Mg",Yes,Yes,No,4,4,2,Plant Protein,Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Tofu,Vegan,Legumes,8.0,1.9,4.8,0.3,76.0,"B1,Ca","Ca,Mg",Yes,Yes,No,4,4,2,Plant Protein,Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Tempeh,Vegan,Legumes,18.5,9.4,10.8,1.4,192.0,"B2,B3","Ca,Mg",Yes,Yes,No,4,4,2,"Probiotic,High Protein",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Tempeh,Vegan,Legumes,18.5,9.4,10.8,1.4,192.0,"B2,B3","Ca,Mg",Yes,Yes,No,4,4,2,"Probiotic,High Protein",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Tempeh,Vegan,Legumes,18.5,9.4,10.8,1.4,192.0,"B2,B3","Ca,Mg",Yes,Yes,No,4,4,2,"Probiotic,High Protein",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
